datetime,price,long_buy,long_sell,short_sell,short_buy
 2021-07-24 00:59:44,32162.99,,,,
 2021-07-24 00:59:50,32160.73,,,,
 2021-07-24 00:59:57,32160.73,,,,
 2021-07-24 01:00:03,32161.93,,,,
 2021-07-24 01:00:10,32143.61,,,,
 2021-07-24 01:00:16,32140.00,,,,
 2021-07-24 01:00:23,32134.78,,,,
 2021-07-24 01:00:30,32140.54,,,,
 2021-07-24 01:00:36,32136.28,,,,
 2021-07-24 01:00:43,32138.65,,,,
 2021-07-24 01:00:49,32137.98,,,,
 2021-07-24 01:00:56,32123.33,,,,
 2021-07-24 01:01:02,32123.82,,,,
 2021-07-24 01:01:09,32119.29,,,,
 2021-07-24 01:01:15,32114.03,,,,
 2021-07-24 01:01:22,32109.66,,,,
 2021-07-24 01:01:29,32123.02,,,,
 2021-07-24 01:01:35,32122.99,,,,
 2021-07-24 01:01:42,32134.57,,,,
 2021-07-24 01:01:49,32140.39,,,,
 2021-07-24 01:01:56,32147.00,,,,
 2021-07-24 01:02:02,32142.00,,,,
 2021-07-24 01:02:09,32147.47,,,,
 2021-07-24 01:02:15,32161.00,,,,
 2021-07-24 01:02:22,32153.97,,,,
 2021-07-24 01:02:28,32160.98,,,,
 2021-07-24 01:02:35,32164.05,,,,
 2021-07-24 01:02:42,32154.07,,,,
 2021-07-24 01:02:49,32157.46,,,,
 2021-07-24 01:02:55,32159.99,,,,
 2021-07-24 01:03:02,32157.27,,,,
 2021-07-24 01:03:08,32149.01,,,,
 2021-07-24 01:03:15,32146.02,,,,
 2021-07-24 01:03:21,32146.96,,,,
 2021-07-24 01:03:28,32148.22,,,,
 2021-07-24 01:03:34,32146.00,,,,
 2021-07-24 01:03:41,32147.24,,,,
 2021-07-24 01:03:47,32149.98,,,,
 2021-07-24 01:03:54,32149.97,,,,
 2021-07-24 01:04:00,32144.36,,,,
 2021-07-24 01:04:07,32140.69,,,,
 2021-07-24 01:04:13,32143.02,,,,
 2021-07-24 01:04:20,32140.00,,,,
 2021-07-24 01:04:26,32130.50,,,,
 2021-07-24 01:04:33,32134.98,,,,
 2021-07-24 01:04:40,32139.99,,,,
 2021-07-24 01:04:46,32135.08,,,,
 2021-07-24 01:04:53,32139.98,,,,
 2021-07-24 01:04:59,32140.00,,,,
 2021-07-24 01:05:06,32146.95,,,,
 2021-07-24 01:05:12,32140.00,,,,
 2021-07-24 01:05:19,32135.07,,,,
 2021-07-24 01:05:25,32139.98,,,,
 2021-07-24 01:05:32,32135.28,,,,
 2021-07-24 01:05:39,32128.00,,,,
 2021-07-24 01:05:45,32130.88,,,,
 2021-07-24 01:05:52,32139.98,,,,
 2021-07-24 01:05:58,32131.36,,,,
 2021-07-24 01:06:05,32131.84,,,,
 2021-07-24 01:06:11,32131.94,,,,
 2021-07-24 01:06:18,32131.77,,,,
 2021-07-24 01:06:24,32124.92,,,,
 2021-07-24 01:06:31,32123.07,,,,
 2021-07-24 01:06:37,32120.00,,,,
 2021-07-24 01:06:44,32114.99,,,,
 2021-07-24 01:06:50,32114.05,,,,
 2021-07-24 01:06:57,32110.00,,,,
 2021-07-24 01:07:03,32121.75,,,,
 2021-07-24 01:07:10,32108.02,,,,
 2021-07-24 01:07:16,32108.08,,,,
 2021-07-24 01:07:22,32102.06,,,,
 2021-07-24 01:07:29,32105.63,,,,
 2021-07-24 01:07:35,32102.23,,,,
 2021-07-24 01:07:42,32100.49,,,,
 2021-07-24 01:07:48,32097.03,,,,
 2021-07-24 01:07:55,32095.65,,,,
 2021-07-24 01:08:01,32097.02,,,,
 2021-07-24 01:08:08,32096.63,,,,
 2021-07-24 01:08:14,32100.01,,,,
 2021-07-24 01:08:21,32108.80,,,,
 2021-07-24 01:08:28,32103.63,,,,
 2021-07-24 01:08:34,32101.93,,,,
 2021-07-24 01:08:41,32100.00,,,,
 2021-07-24 01:08:47,32096.01,,,,
 2021-07-24 01:08:54,32102.78,,,,
 2021-07-24 01:09:00,32098.04,,,,
 2021-07-24 01:09:07,32097.99,,,,
 2021-07-24 01:09:13,32094.86,,,,
 2021-07-24 01:09:20,32090.00,,,,
 2021-07-24 01:09:27,32078.99,,,,
 2021-07-24 01:09:33,32084.15,,,,
 2021-07-24 01:09:40,32079.96,,,,
 2021-07-24 01:09:46,32078.25,,,,
 2021-07-24 01:09:53,32077.99,,,,
 2021-07-24 01:09:59,32074.42,,,,
 2021-07-24 01:10:06,32077.44,,,,
 2021-07-24 01:10:12,32080.61,,,,
 2021-07-24 01:10:19,32088.00,,,,
 2021-07-24 01:10:25,32091.53,,,,
 2021-07-24 01:10:32,32099.88,,,,
 2021-07-24 01:10:38,32098.73,,,,
 2021-07-24 01:10:45,32092.97,,,,
 2021-07-24 01:10:51,32095.81,,,,
 2021-07-24 01:10:58,32098.59,,,,
 2021-07-24 01:11:04,32089.00,,,,
 2021-07-24 01:11:11,32086.24,,,,
 2021-07-24 01:11:17,32077.59,,,,
 2021-07-24 01:11:24,32087.60,,,,
 2021-07-24 01:11:30,32085.54,,,,
 2021-07-24 01:11:37,32082.82,,,,
 2021-07-24 01:11:43,32081.64,,,,
 2021-07-24 01:11:50,32084.20,,,,
 2021-07-24 01:11:56,32083.33,,,,
 2021-07-24 01:12:03,32081.99,,,,
 2021-07-24 01:12:10,32074.94,,,,
 2021-07-24 01:12:16,32075.18,,,,
 2021-07-24 01:12:23,32072.67,,,,
 2021-07-24 01:12:29,32074.11,,,,
 2021-07-24 01:12:35,32075.99,,,,
 2021-07-24 01:12:42,32079.90,,,,
 2021-07-24 01:12:49,32079.13,,,,
 2021-07-24 01:12:55,32064.80,,,,
 2021-07-24 01:13:02,32071.30,,,,
 2021-07-24 01:13:08,32061.79,,,,
 2021-07-24 01:13:14,32064.15,,,,
 2021-07-24 01:13:21,32064.99,,,,
 2021-07-24 01:13:27,32064.87,,,,
 2021-07-24 01:13:34,32070.81,,,,
 2021-07-24 01:13:40,32073.76,,,,
 2021-07-24 01:13:47,32075.17,,,,
 2021-07-24 01:13:54,32075.85,,,,
 2021-07-24 01:14:01,32070.85,,,,
 2021-07-24 01:14:07,32076.48,,,,
 2021-07-24 01:14:14,32072.56,,,,
 2021-07-24 01:14:20,32071.04,,,,
 2021-07-24 01:14:27,32054.67,,,,
 2021-07-24 01:14:34,32056.41,,,,
 2021-07-24 01:14:40,32051.09,,,,
 2021-07-24 01:14:47,32035.89,,,,
 2021-07-24 01:14:53,32034.86,,,,
 2021-07-24 01:15:00,32025.33,,,,
 2021-07-24 01:15:06,32035.00,,,,
 2021-07-24 01:15:13,32042.70,,,,
 2021-07-24 01:15:19,32053.77,,,,
 2021-07-24 01:15:26,32070.00,,,,
 2021-07-24 01:15:32,32079.79,,,,
 2021-07-24 01:15:39,32081.94,,,,
 2021-07-24 01:15:45,32086.00,,,,
 2021-07-24 01:15:52,32093.16,,,,
 2021-07-24 01:15:58,32108.50,,,,
 2021-07-24 01:16:05,32110.01,,,,
 2021-07-24 01:16:12,32117.42,,,,
 2021-07-24 01:16:18,32119.44,,,,
 2021-07-24 01:16:25,32126.76,,,,
 2021-07-24 01:16:32,32121.27,,,,
 2021-07-24 01:16:38,32118.88,,,,
 2021-07-24 01:16:45,32116.32,,,,
 2021-07-24 01:16:51,32105.88,,,,
 2021-07-24 01:16:58,32111.12,,,,
 2021-07-24 01:17:04,32116.07,,,,
 2021-07-24 01:17:11,32113.11,,,,
 2021-07-24 01:17:17,32115.47,,,,
 2021-07-24 01:17:24,32128.63,,,,
 2021-07-24 01:17:30,32124.59,,,,
 2021-07-24 01:17:37,32122.55,,,,
 2021-07-24 01:17:43,32127.97,,,,
 2021-07-24 01:17:50,32114.29,,,,
 2021-07-24 01:17:56,32119.47,,,,
 2021-07-24 01:18:03,32124.39,,,,
 2021-07-24 01:18:09,32124.40,,,,
 2021-07-24 01:18:16,32120.29,,,,
 2021-07-24 01:18:22,32121.18,,,,
 2021-07-24 01:18:29,32113.87,,,,
 2021-07-24 01:18:36,32109.99,,,,
 2021-07-24 01:18:42,32110.29,,,,
 2021-07-24 01:18:49,32108.26,,,,
 2021-07-24 01:18:55,32107.99,,,,
 2021-07-24 01:19:02,32109.97,,,,
 2021-07-24 01:19:08,32120.21,,,,
 2021-07-24 01:19:15,32120.47,,,,
 2021-07-24 01:19:21,32115.16,,,,
 2021-07-24 01:19:28,32115.16,,,,
 2021-07-24 01:19:34,32119.69,,,,
 2021-07-24 01:19:41,32119.70,,,,
 2021-07-24 01:19:47,32118.61,,,,
 2021-07-24 01:19:54,32116.27,,,,
 2021-07-24 01:20:00,32111.06,,,,
 2021-07-24 01:20:07,32107.50,,,,
 2021-07-24 01:20:14,32106.00,,,,
 2021-07-24 01:20:20,32107.42,,,,
 2021-07-24 01:20:27,32100.01,,,,
 2021-07-24 01:20:33,32103.50,,,,
 2021-07-24 01:20:40,32102.15,,,,
 2021-07-24 01:20:47,32093.36,,,,
 2021-07-24 01:20:53,32093.68,,,,
 2021-07-24 01:21:00,32097.59,,,,
 2021-07-24 01:21:06,32091.01,,,,
 2021-07-24 01:21:13,32091.01,,,,
 2021-07-24 01:21:20,32087.45,,,,
 2021-07-24 01:21:26,32087.44,,,,
 2021-07-24 01:21:33,32085.02,,,,
 2021-07-24 01:21:39,32085.85,,,,
 2021-07-24 01:21:46,32077.31,,,,
 2021-07-24 01:21:53,32079.00,,,,
 2021-07-24 01:21:59,32076.89,,,,
 2021-07-24 01:22:06,32085.83,,,,
 2021-07-24 01:22:12,32084.45,,,,
 2021-07-24 01:22:19,32081.32,,,,
 2021-07-24 01:22:26,32105.07,,,,
 2021-07-24 01:22:32,32109.37,,,,
 2021-07-24 01:22:39,32106.56,,,,
 2021-07-24 01:22:45,32104.16,,,,
 2021-07-24 01:22:52,32109.59,,,,
 2021-07-24 01:22:59,32111.77,,,,
 2021-07-24 01:23:06,32106.21,,,,
 2021-07-24 01:23:12,32108.48,,,,
 2021-07-24 01:23:19,32111.12,,,,
 2021-07-24 01:23:25,32107.41,,,,
 2021-07-24 01:23:32,32113.51,,,,
 2021-07-24 01:23:39,32116.90,,,,
 2021-07-24 01:23:45,32115.29,,,,
 2021-07-24 01:23:52,32116.49,,,,
 2021-07-24 01:23:59,32118.00,,,,
 2021-07-24 01:24:06,32111.62,,,,
 2021-07-24 01:24:12,32112.60,,,,
 2021-07-24 01:24:19,32114.71,,,,
 2021-07-24 01:24:25,32116.99,,,,
 2021-07-24 01:24:32,32106.03,,,,
 2021-07-24 01:24:39,32106.43,,,,
 2021-07-24 01:24:45,32106.03,,,,
 2021-07-24 01:24:52,32105.02,,,,
 2021-07-24 01:24:58,32095.75,,,,
 2021-07-24 01:25:05,32104.56,,,,
 2021-07-24 01:25:11,32102.87,,,,
 2021-07-24 01:25:18,32105.85,,,,
 2021-07-24 01:25:25,32110.50,,,,
 2021-07-24 01:25:31,32117.34,,,,
 2021-07-24 01:25:38,32118.31,,,,
 2021-07-24 01:25:45,32119.45,,,,
 2021-07-24 01:25:51,32119.99,,,,
 2021-07-24 01:25:58,32119.98,,,,
 2021-07-24 01:26:04,32119.80,,,,
 2021-07-24 01:26:11,32123.79,,,,
