datetime,price
 2021-07-18 18:03:55,31681.43000000
 2021-07-18 18:04:01,31684.13000000
 2021-07-18 18:04:57,31643.95000000
 2021-07-18 18:05:03,31650.00000000
 2021-07-18 18:05:10,31650.00000000
 2021-07-18 18:05:17,31659.43000000
 2021-07-18 18:05:24,31664.07000000
 2021-07-18 18:05:31,31654.58000000
 2021-07-18 18:05:37,31657.64000000
